STRUCTURE;STRUCTURE_ID;STRUCTURE_NAME;ACTION;REF_AREA;Reference area;FREQ;Frequency of observation;MEASURE;Measure.1;UNIT_MEASURE;Unit of measure;AGE;Age.1;SEX;Sex.1;SOCIO_ECON_STATUS;Socio-economic status;DEATH_CAUSE;Cause of death;CALC_METHODOLOGY;Calculation methodology;GESTATION_THRESHOLD;Gestation period threshold;HEALTH_STATUS;Health status;DISEASE;Disease.1;CANCER_SITE;Cancer site;TIME_PERIOD;Time period;OBS_VALUE;Observation value;DECIMALS;Decimals.1;OBS_STATUS;Observation status;OBS_STATUS2;Observation status 2;OBS_STATUS3;Observation status 3;UNIT_MULT;Unit multiplier
DATAFLOW;OECD.ELS.HD:DSD_HEALTH_STAT@DF_AM(1.0);Avoidable mortality;I;CRI;Costa Rica;A;Annual;PREVM;Preventable mortality;DT_10P5HB;Deaths per 100 000 inhabitants;_T;Total;_T;Total;_Z;Not applicable;_Z;Not applicable;STANDARD;Standardised rate;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;2003;;161;;;;;;;;;;;
DATAFLOW;OECD.ELS.HD:DSD_HEALTH_STAT@DF_AM(1.0);Avoidable mortality;I;CRI;Costa Rica;A;Annual;PREVM;Preventable mortality;DT_10P5HB;Deaths per 100 000 inhabitants;_T;Total;_T;Total;_Z;Not applicable;_Z;Not applicable;STANDARD;Standardised rate;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;2004;;154;;;;;;;;;;;
DATAFLOW;OECD.ELS.HD:DSD_HEALTH_STAT@DF_AM(1.0);Avoidable mortality;I;CRI;Costa Rica;A;Annual;PREVM;Preventable mortality;DT_10P5HB;Deaths per 100 000 inhabitants;_T;Total;_T;Total;_Z;Not applicable;_Z;Not applicable;STANDARD;Standardised rate;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;2005;;142;;;;;;;;;;;
DATAFLOW;OECD.ELS.HD:DSD_HEALTH_STAT@DF_AM(1.0);Avoidable mortality;I;CRI;Costa Rica;A;Annual;PREVM;Preventable mortality;DT_10P5HB;Deaths per 100 000 inhabitants;_T;Total;_T;Total;_Z;Not applicable;_Z;Not applicable;STANDARD;Standardised rate;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;2006;;142;;;;;;;;;;;
DATAFLOW;OECD.ELS.HD:DSD_HEALTH_STAT@DF_AM(1.0);Avoidable mortality;I;CRI;Costa Rica;A;Annual;PREVM;Preventable mortality;DT_10P5HB;Deaths per 100 000 inhabitants;_T;Total;_T;Total;_Z;Not applicable;_Z;Not applicable;STANDARD;Standardised rate;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;2007;;126;;;;;;;;;;;
DATAFLOW;OECD.ELS.HD:DSD_HEALTH_STAT@DF_AM(1.0);Avoidable mortality;I;CRI;Costa Rica;A;Annual;PREVM;Preventable mortality;DT_10P5HB;Deaths per 100 000 inhabitants;_T;Total;_T;Total;_Z;Not applicable;_Z;Not applicable;STANDARD;Standardised rate;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;2008;;128;;;;;;;;;;;
DATAFLOW;OECD.ELS.HD:DSD_HEALTH_STAT@DF_AM(1.0);Avoidable mortality;I;CRI;Costa Rica;A;Annual;PREVM;Preventable mortality;DT_10P5HB;Deaths per 100 000 inhabitants;_T;Total;_T;Total;_Z;Not applicable;_Z;Not applicable;STANDARD;Standardised rate;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;2009;;125;;;;;;;;;;;
DATAFLOW;OECD.ELS.HD:DSD_HEALTH_STAT@DF_AM(1.0);Avoidable mortality;I;CRI;Costa Rica;A;Annual;PREVM;Preventable mortality;DT_10P5HB;Deaths per 100 000 inhabitants;_T;Total;_T;Total;_Z;Not applicable;_Z;Not applicable;STANDARD;Standardised rate;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;2010;;137;;;;;;;;;;;
DATAFLOW;OECD.ELS.HD:DSD_HEALTH_STAT@DF_AM(1.0);Avoidable mortality;I;CRI;Costa Rica;A;Annual;PREVM;Preventable mortality;DT_10P5HB;Deaths per 100 000 inhabitants;_T;Total;_T;Total;_Z;Not applicable;_Z;Not applicable;STANDARD;Standardised rate;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;2011;;128;;;;;;;;;;;
DATAFLOW;OECD.ELS.HD:DSD_HEALTH_STAT@DF_AM(1.0);Avoidable mortality;I;CRI;Costa Rica;A;Annual;PREVM;Preventable mortality;DT_10P5HB;Deaths per 100 000 inhabitants;_T;Total;_T;Total;_Z;Not applicable;_Z;Not applicable;STANDARD;Standardised rate;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;2012;;123;;;;;;;;;;;
DATAFLOW;OECD.ELS.HD:DSD_HEALTH_STAT@DF_AM(1.0);Avoidable mortality;I;CRI;Costa Rica;A;Annual;PREVM;Preventable mortality;DT_10P5HB;Deaths per 100 000 inhabitants;_T;Total;_T;Total;_Z;Not applicable;_Z;Not applicable;STANDARD;Standardised rate;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;2013;;121;;;;;;;;;;;
DATAFLOW;OECD.ELS.HD:DSD_HEALTH_STAT@DF_AM(1.0);Avoidable mortality;I;CRI;Costa Rica;A;Annual;PREVM;Preventable mortality;DT_10P5HB;Deaths per 100 000 inhabitants;_T;Total;_T;Total;_Z;Not applicable;_Z;Not applicable;STANDARD;Standardised rate;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;2014;;120;;;;;;;;;;;
DATAFLOW;OECD.ELS.HD:DSD_HEALTH_STAT@DF_AM(1.0);Avoidable mortality;I;CRI;Costa Rica;A;Annual;PREVM;Preventable mortality;DT_10P5HB;Deaths per 100 000 inhabitants;_T;Total;_T;Total;_Z;Not applicable;_Z;Not applicable;STANDARD;Standardised rate;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;2015;;126;;;;;;;;;;;
DATAFLOW;OECD.ELS.HD:DSD_HEALTH_STAT@DF_AM(1.0);Avoidable mortality;I;CRI;Costa Rica;A;Annual;PREVM;Preventable mortality;DT_10P5HB;Deaths per 100 000 inhabitants;_T;Total;_T;Total;_Z;Not applicable;_Z;Not applicable;STANDARD;Standardised rate;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;2016;;129;;;;;;;;;;;
DATAFLOW;OECD.ELS.HD:DSD_HEALTH_STAT@DF_AM(1.0);Avoidable mortality;I;CRI;Costa Rica;A;Annual;PREVM;Preventable mortality;DT_10P5HB;Deaths per 100 000 inhabitants;_T;Total;_T;Total;_Z;Not applicable;_Z;Not applicable;STANDARD;Standardised rate;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;2017;;122;;;;;;;;;;;
DATAFLOW;OECD.ELS.HD:DSD_HEALTH_STAT@DF_AM(1.0);Avoidable mortality;I;CRI;Costa Rica;A;Annual;PREVM;Preventable mortality;DT_10P5HB;Deaths per 100 000 inhabitants;_T;Total;_T;Total;_Z;Not applicable;_Z;Not applicable;STANDARD;Standardised rate;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;2018;;126;;;;;;;;;;;
DATAFLOW;OECD.ELS.HD:DSD_HEALTH_STAT@DF_AM(1.0);Avoidable mortality;I;CRI;Costa Rica;A;Annual;PREVM;Preventable mortality;DT_10P5HB;Deaths per 100 000 inhabitants;_T;Total;_T;Total;_Z;Not applicable;_Z;Not applicable;STANDARD;Standardised rate;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;2019;;136;;;;;;;;;;;
DATAFLOW;OECD.ELS.HD:DSD_HEALTH_STAT@DF_AM(1.0);Avoidable mortality;I;CRI;Costa Rica;A;Annual;PREVM;Preventable mortality;DT_10P5HB;Deaths per 100 000 inhabitants;_T;Total;_T;Total;_Z;Not applicable;_Z;Not applicable;STANDARD;Standardised rate;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;2020;;149;;;;;;;;;;;
DATAFLOW;OECD.ELS.HD:DSD_HEALTH_STAT@DF_AM(1.0);Avoidable mortality;I;CRI;Costa Rica;A;Annual;PREVM;Preventable mortality;DT_10P5HB;Deaths per 100 000 inhabitants;_T;Total;_T;Total;_Z;Not applicable;_Z;Not applicable;STANDARD;Standardised rate;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;2021;;209;;;;;;;;;;;
DATAFLOW;OECD.ELS.HD:DSD_HEALTH_STAT@DF_AM(1.0);Avoidable mortality;I;CRI;Costa Rica;A;Annual;PREVM;Preventable mortality;DT_10P5HB;Deaths per 100 000 inhabitants;_T;Total;_T;Total;_Z;Not applicable;_Z;Not applicable;STANDARD;Standardised rate;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;2022;;147;;;;;;;;;;;
DATAFLOW;OECD.ELS.HD:DSD_HEALTH_STAT@DF_AM(1.0);Avoidable mortality;I;CZE;Czechia;A;Annual;PREVM;Preventable mortality;DT_10P5HB;Deaths per 100 000 inhabitants;_T;Total;_T;Total;_Z;Not applicable;_Z;Not applicable;STANDARD;Standardised rate;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;2000;;250;;;;;;;;;;;
DATAFLOW;OECD.ELS.HD:DSD_HEALTH_STAT@DF_AM(1.0);Avoidable mortality;I;CZE;Czechia;A;Annual;PREVM;Preventable mortality;DT_10P5HB;Deaths per 100 000 inhabitants;_T;Total;_T;Total;_Z;Not applicable;_Z;Not applicable;STANDARD;Standardised rate;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;2002;;235;;;;;;;;;;;
DATAFLOW;OECD.ELS.HD:DSD_HEALTH_STAT@DF_AM(1.0);Avoidable mortality;I;CZE;Czechia;A;Annual;PREVM;Preventable mortality;DT_10P5HB;Deaths per 100 000 inhabitants;_T;Total;_T;Total;_Z;Not applicable;_Z;Not applicable;STANDARD;Standardised rate;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;2003;;235;;;;;;;;;;;
DATAFLOW;OECD.ELS.HD:DSD_HEALTH_STAT@DF_AM(1.0);Avoidable mortality;I;CZE;Czechia;A;Annual;PREVM;Preventable mortality;DT_10P5HB;Deaths per 100 000 inhabitants;_T;Total;_T;Total;_Z;Not applicable;_Z;Not applicable;STANDARD;Standardised rate;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;2004;;225;;;;;;;;;;;
DATAFLOW;OECD.ELS.HD:DSD_HEALTH_STAT@DF_AM(1.0);Avoidable mortality;I;CZE;Czechia;A;Annual;PREVM;Preventable mortality;DT_10P5HB;Deaths per 100 000 inhabitants;_T;Total;_T;Total;_Z;Not applicable;_Z;Not applicable;STANDARD;Standardised rate;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;2006;;203;;;;;;;;;;;
DATAFLOW;OECD.ELS.HD:DSD_HEALTH_STAT@DF_AM(1.0);Avoidable mortality;I;CZE;Czechia;A;Annual;PREVM;Preventable mortality;DT_10P5HB;Deaths per 100 000 inhabitants;_T;Total;_T;Total;_Z;Not applicable;_Z;Not applicable;STANDARD;Standardised rate;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;2007;;204;;;;;;;;;;;
DATAFLOW;OECD.ELS.HD:DSD_HEALTH_STAT@DF_AM(1.0);Avoidable mortality;I;CZE;Czechia;A;Annual;PREVM;Preventable mortality;DT_10P5HB;Deaths per 100 000 inhabitants;_T;Total;_T;Total;_Z;Not applicable;_Z;Not applicable;STANDARD;Standardised rate;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;2008;;198;;;;;;;;;;;
DATAFLOW;OECD.ELS.HD:DSD_HEALTH_STAT@DF_AM(1.0);Avoidable mortality;I;CZE;Czechia;A;Annual;PREVM;Preventable mortality;DT_10P5HB;Deaths per 100 000 inhabitants;_T;Total;_T;Total;_Z;Not applicable;_Z;Not applicable;STANDARD;Standardised rate;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;2009;;194;;;;;;;;;;;
DATAFLOW;OECD.ELS.HD:DSD_HEALTH_STAT@DF_AM(1.0);Avoidable mortality;I;CZE;Czechia;A;Annual;PREVM;Preventable mortality;DT_10P5HB;Deaths per 100 000 inhabitants;_T;Total;_T;Total;_Z;Not applicable;_Z;Not applicable;STANDARD;Standardised rate;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;2010;;190;;;;;;;;;;;
DATAFLOW;OECD.ELS.HD:DSD_HEALTH_STAT@DF_AM(1.0);Avoidable mortality;I;CZE;Czechia;A;Annual;PREVM;Preventable mortality;DT_10P5HB;Deaths per 100 000 inhabitants;_T;Total;_T;Total;_Z;Not applicable;_Z;Not applicable;STANDARD;Standardised rate;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;2011;;187;;;;;;;;;;;
DATAFLOW;OECD.ELS.HD:DSD_HEALTH_STAT@DF_AM(1.0);Avoidable mortality;I;CZE;Czechia;A;Annual;PREVM;Preventable mortality;DT_10P5HB;Deaths per 100 000 inhabitants;_T;Total;_T;Total;_Z;Not applicable;_Z;Not applicable;STANDARD;Standardised rate;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;2012;;181;;;;;;;;;;;
DATAFLOW;OECD.ELS.HD:DSD_HEALTH_STAT@DF_AM(1.0);Avoidable mortality;I;CZE;Czechia;A;Annual;PREVM;Preventable mortality;DT_10P5HB;Deaths per 100 000 inhabitants;_T;Total;_T;Total;_Z;Not applicable;_Z;Not applicable;STANDARD;Standardised rate;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;2014;;169;;;;;;;;;;;
DATAFLOW;OECD.ELS.HD:DSD_HEALTH_STAT@DF_AM(1.0);Avoidable mortality;I;CZE;Czechia;A;Annual;PREVM;Preventable mortality;DT_10P5HB;Deaths per 100 000 inhabitants;_T;Total;_T;Total;_Z;Not applicable;_Z;Not applicable;STANDARD;Standardised rate;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;2015;;170;;;;;;;;;;;
DATAFLOW;OECD.ELS.HD:DSD_HEALTH_STAT@DF_AM(1.0);Avoidable mortality;I;CZE;Czechia;A;Annual;PREVM;Preventable mortality;DT_10P5HB;Deaths per 100 000 inhabitants;_T;Total;_T;Total;_Z;Not applicable;_Z;Not applicable;STANDARD;Standardised rate;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;2016;;160;;;;;;;;;;;
DATAFLOW;OECD.ELS.HD:DSD_HEALTH_STAT@DF_AM(1.0);Avoidable mortality;I;CZE;Czechia;A;Annual;PREVM;Preventable mortality;DT_10P5HB;Deaths per 100 000 inhabitants;_T;Total;_T;Total;_Z;Not applicable;_Z;Not applicable;STANDARD;Standardised rate;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;2017;;162;;;;;;;;;;;
DATAFLOW;OECD.ELS.HD:DSD_HEALTH_STAT@DF_AM(1.0);Avoidable mortality;I;CZE;Czechia;A;Annual;PREVM;Preventable mortality;DT_10P5HB;Deaths per 100 000 inhabitants;_T;Total;_T;Total;_Z;Not applicable;_Z;Not applicable;STANDARD;Standardised rate;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;2018;;160;;;;;;;;;;;
DATAFLOW;OECD.ELS.HD:DSD_HEALTH_STAT@DF_AM(1.0);Avoidable mortality;I;CZE;Czechia;A;Annual;PREVM;Preventable mortality;DT_10P5HB;Deaths per 100 000 inhabitants;_T;Total;_T;Total;_Z;Not applicable;_Z;Not applicable;STANDARD;Standardised rate;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;2019;;155;;;;;;;;;;;
DATAFLOW;OECD.ELS.HD:DSD_HEALTH_STAT@DF_AM(1.0);Avoidable mortality;I;CZE;Czechia;A;Annual;PREVM;Preventable mortality;DT_10P5HB;Deaths per 100 000 inhabitants;_T;Total;_T;Total;_Z;Not applicable;_Z;Not applicable;STANDARD;Standardised rate;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;2020;;178;;;;;;;;;;;
DATAFLOW;OECD.ELS.HD:DSD_HEALTH_STAT@DF_AM(1.0);Avoidable mortality;I;CZE;Czechia;A;Annual;PREVM;Preventable mortality;DT_10P5HB;Deaths per 100 000 inhabitants;_T;Total;_T;Total;_Z;Not applicable;_Z;Not applicable;STANDARD;Standardised rate;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;2022;;159;;;;;;;;;;;
DATAFLOW;OECD.ELS.HD:DSD_HEALTH_STAT@DF_AM(1.0);Avoidable mortality;I;CZE;Czechia;A;Annual;PREVM;Preventable mortality;DT_10P5HB;Deaths per 100 000 inhabitants;_T;Total;_T;Total;_Z;Not applicable;_Z;Not applicable;STANDARD;Standardised rate;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;2023;;142;;;;;;;;;;;
DATAFLOW;OECD.ELS.HD:DSD_HEALTH_STAT@DF_AM(1.0);Avoidable mortality;I;DNK;Denmark;A;Annual;PREVM;Preventable mortality;DT_10P5HB;Deaths per 100 000 inhabitants;_T;Total;_T;Total;_Z;Not applicable;_Z;Not applicable;STANDARD;Standardised rate;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;2000;;215;;;;;;;;;;;
DATAFLOW;OECD.ELS.HD:DSD_HEALTH_STAT@DF_AM(1.0);Avoidable mortality;I;DNK;Denmark;A;Annual;PREVM;Preventable mortality;DT_10P5HB;Deaths per 100 000 inhabitants;_T;Total;_T;Total;_Z;Not applicable;_Z;Not applicable;STANDARD;Standardised rate;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;2001;;210;;;;;;;;;;;
DATAFLOW;OECD.ELS.HD:DSD_HEALTH_STAT@DF_AM(1.0);Avoidable mortality;I;DNK;Denmark;A;Annual;PREVM;Preventable mortality;DT_10P5HB;Deaths per 100 000 inhabitants;_T;Total;_T;Total;_Z;Not applicable;_Z;Not applicable;STANDARD;Standardised rate;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;2004;;188;;;;;;;;;;;
DATAFLOW;OECD.ELS.HD:DSD_HEALTH_STAT@DF_AM(1.0);Avoidable mortality;I;DNK;Denmark;A;Annual;PREVM;Preventable mortality;DT_10P5HB;Deaths per 100 000 inhabitants;_T;Total;_T;Total;_Z;Not applicable;_Z;Not applicable;STANDARD;Standardised rate;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;2005;;186;;;;;;;;;;;
DATAFLOW;OECD.ELS.HD:DSD_HEALTH_STAT@DF_AM(1.0);Avoidable mortality;I;DNK;Denmark;A;Annual;PREVM;Preventable mortality;DT_10P5HB;Deaths per 100 000 inhabitants;_T;Total;_T;Total;_Z;Not applicable;_Z;Not applicable;STANDARD;Standardised rate;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;2007;;175;;;;;;;;;;;
DATAFLOW;OECD.ELS.HD:DSD_HEALTH_STAT@DF_AM(1.0);Avoidable mortality;I;DNK;Denmark;A;Annual;PREVM;Preventable mortality;DT_10P5HB;Deaths per 100 000 inhabitants;_T;Total;_T;Total;_Z;Not applicable;_Z;Not applicable;STANDARD;Standardised rate;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;2008;;172;;;;;;;;;;;
DATAFLOW;OECD.ELS.HD:DSD_HEALTH_STAT@DF_AM(1.0);Avoidable mortality;I;DNK;Denmark;A;Annual;PREVM;Preventable mortality;DT_10P5HB;Deaths per 100 000 inhabitants;_T;Total;_T;Total;_Z;Not applicable;_Z;Not applicable;STANDARD;Standardised rate;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;2009;;164;;;;;;;;;;;
DATAFLOW;OECD.ELS.HD:DSD_HEALTH_STAT@DF_AM(1.0);Avoidable mortality;I;DNK;Denmark;A;Annual;PREVM;Preventable mortality;DT_10P5HB;Deaths per 100 000 inhabitants;_T;Total;_T;Total;_Z;Not applicable;_Z;Not applicable;STANDARD;Standardised rate;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;2010;;160;;;;;;;;;;;
DATAFLOW;OECD.ELS.HD:DSD_HEALTH_STAT@DF_AM(1.0);Avoidable mortality;I;DNK;Denmark;A;Annual;PREVM;Preventable mortality;DT_10P5HB;Deaths per 100 000 inhabitants;_T;Total;_T;Total;_Z;Not applicable;_Z;Not applicable;STANDARD;Standardised rate;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;2012;;148;;;;;;;;;;;
DATAFLOW;OECD.ELS.HD:DSD_HEALTH_STAT@DF_AM(1.0);Avoidable mortality;I;DNK;Denmark;A;Annual;PREVM;Preventable mortality;DT_10P5HB;Deaths per 100 000 inhabitants;_T;Total;_T;Total;_Z;Not applicable;_Z;Not applicable;STANDARD;Standardised rate;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;2013;;142;;;;;;;;;;;
DATAFLOW;OECD.ELS.HD:DSD_HEALTH_STAT@DF_AM(1.0);Avoidable mortality;I;DNK;Denmark;A;Annual;PREVM;Preventable mortality;DT_10P5HB;Deaths per 100 000 inhabitants;_T;Total;_T;Total;_Z;Not applicable;_Z;Not applicable;STANDARD;Standardised rate;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;2014;;140;;;;;;;;;;;
DATAFLOW;OECD.ELS.HD:DSD_HEALTH_STAT@DF_AM(1.0);Avoidable mortality;I;DNK;Denmark;A;Annual;PREVM;Preventable mortality;DT_10P5HB;Deaths per 100 000 inhabitants;_T;Total;_T;Total;_Z;Not applicable;_Z;Not applicable;STANDARD;Standardised rate;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;2015;;135;;;;;;;;;;;
DATAFLOW;OECD.ELS.HD:DSD_HEALTH_STAT@DF_AM(1.0);Avoidable mortality;I;DNK;Denmark;A;Annual;PREVM;Preventable mortality;DT_10P5HB;Deaths per 100 000 inhabitants;_T;Total;_T;Total;_Z;Not applicable;_Z;Not applicable;STANDARD;Standardised rate;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;2016;;135;;;;;;;;;;;
DATAFLOW;OECD.ELS.HD:DSD_HEALTH_STAT@DF_AM(1.0);Avoidable mortality;I;DNK;Denmark;A;Annual;PREVM;Preventable mortality;DT_10P5HB;Deaths per 100 000 inhabitants;_T;Total;_T;Total;_Z;Not applicable;_Z;Not applicable;STANDARD;Standardised rate;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;2017;;128;;;;;;;;;;;
DATAFLOW;OECD.ELS.HD:DSD_HEALTH_STAT@DF_AM(1.0);Avoidable mortality;I;DNK;Denmark;A;Annual;PREVM;Preventable mortality;DT_10P5HB;Deaths per 100 000 inhabitants;_T;Total;_T;Total;_Z;Not applicable;_Z;Not applicable;STANDARD;Standardised rate;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;2018;;121;;;;;;;;;;;
DATAFLOW;OECD.ELS.HD:DSD_HEALTH_STAT@DF_AM(1.0);Avoidable mortality;I;DNK;Denmark;A;Annual;PREVM;Preventable mortality;DT_10P5HB;Deaths per 100 000 inhabitants;_T;Total;_T;Total;_Z;Not applicable;_Z;Not applicable;STANDARD;Standardised rate;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;2019;;124;;;;;;;;;;;
DATAFLOW;OECD.ELS.HD:DSD_HEALTH_STAT@DF_AM(1.0);Avoidable mortality;I;DNK;Denmark;A;Annual;PREVM;Preventable mortality;DT_10P5HB;Deaths per 100 000 inhabitants;_T;Total;_T;Total;_Z;Not applicable;_Z;Not applicable;STANDARD;Standardised rate;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;2020;;120;;;;;;;;;;;
DATAFLOW;OECD.ELS.HD:DSD_HEALTH_STAT@DF_AM(1.0);Avoidable mortality;I;DNK;Denmark;A;Annual;PREVM;Preventable mortality;DT_10P5HB;Deaths per 100 000 inhabitants;_T;Total;_T;Total;_Z;Not applicable;_Z;Not applicable;STANDARD;Standardised rate;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;2021;;120;;;;;;;;;;;
DATAFLOW;OECD.ELS.HD:DSD_HEALTH_STAT@DF_AM(1.0);Avoidable mortality;I;DNK;Denmark;A;Annual;PREVM;Preventable mortality;DT_10P5HB;Deaths per 100 000 inhabitants;_T;Total;_T;Total;_Z;Not applicable;_Z;Not applicable;STANDARD;Standardised rate;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;2022;;120;;;;;;;;;;;
DATAFLOW;OECD.ELS.HD:DSD_HEALTH_STAT@DF_AM(1.0);Avoidable mortality;I;EST;Estonia;A;Annual;PREVM;Preventable mortality;DT_10P5HB;Deaths per 100 000 inhabitants;_T;Total;_T;Total;_Z;Not applicable;_Z;Not applicable;STANDARD;Standardised rate;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;2000;;390;;;;;;;;;;;
DATAFLOW;OECD.ELS.HD:DSD_HEALTH_STAT@DF_AM(1.0);Avoidable mortality;I;EST;Estonia;A;Annual;PREVM;Preventable mortality;DT_10P5HB;Deaths per 100 000 inhabitants;_T;Total;_T;Total;_Z;Not applicable;_Z;Not applicable;STANDARD;Standardised rate;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;2001;;406;;;;;;;;;;;
DATAFLOW;OECD.ELS.HD:DSD_HEALTH_STAT@DF_AM(1.0);Avoidable mortality;I;EST;Estonia;A;Annual;PREVM;Preventable mortality;DT_10P5HB;Deaths per 100 000 inhabitants;_T;Total;_T;Total;_Z;Not applicable;_Z;Not applicable;STANDARD;Standardised rate;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;2002;;383;;;;;;;;;;;
DATAFLOW;OECD.ELS.HD:DSD_HEALTH_STAT@DF_AM(1.0);Avoidable mortality;I;EST;Estonia;A;Annual;PREVM;Preventable mortality;DT_10P5HB;Deaths per 100 000 inhabitants;_T;Total;_T;Total;_Z;Not applicable;_Z;Not applicable;STANDARD;Standardised rate;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;2003;;368;;;;;;;;;;;
DATAFLOW;OECD.ELS.HD:DSD_HEALTH_STAT@DF_AM(1.0);Avoidable mortality;I;EST;Estonia;A;Annual;PREVM;Preventable mortality;DT_10P5HB;Deaths per 100 000 inhabitants;_T;Total;_T;Total;_Z;Not applicable;_Z;Not applicable;STANDARD;Standardised rate;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;2004;;354;;;;;;;;;;;
DATAFLOW;OECD.ELS.HD:DSD_HEALTH_STAT@DF_AM(1.0);Avoidable mortality;I;EST;Estonia;A;Annual;PREVM;Preventable mortality;DT_10P5HB;Deaths per 100 000 inhabitants;_T;Total;_T;Total;_Z;Not applicable;_Z;Not applicable;STANDARD;Standardised rate;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;2005;;336;;;;;;;;;;;
